"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41"
"1",1,0.0822733896394917,0.0559802618280716,-0.0656019650428334,0.0150564412516346,0.000882604186869818,0.0049245906581769,0.000278629018216231,-0.0158212240053745,-0.0310899287226,0.0217520663572007,0.00954971536073383,-0.00830258943026019,0.0571295926877269,0.120837259267784,0.0517783532559391,-0.0165773060438897,0.129439434537374,0.0146679427796902,-0.036048679214427,0.0362330665132656,0.149662931462616,-0.0208562155904214,-0.0344256237468201,0.0268291965526983,0.0455338892687229,-0.0106062776557423,0.0124010740978783,0.0147830773089023,-0.0322796788563482,0.0504375403780981,-0.0588170075974881,0.221484851358994,-0.166915815149852,0.110625944550905,0.029515077671097,NA,0.140611738408944,-0.0177140480560603,0.0386606285763909,-0.00690271168402724
"2",-0.0614277211943001,1,0.271861479034278,-0.278344553757152,-0.0635323538351681,-0.203049902137452,0.0696148654836548,0.0890025680004706,-0.10848889920859,-0.243460718724804,-0.0259520022060737,-0.0653122184532099,-0.00873276622927031,-0.0801691044823003,-0.0073437437795257,0.142467506393584,-0.0261319178724186,0.147837304514347,0.0478552803658278,0.0704045476885221,-0.0121998607692065,0.0295450982756012,0.0134960268503418,0.212721167576757,-0.00585194923270331,-0.210052242116876,0.0701956729933609,-0.0302532134326387,0.050908894144449,0.0354237696796815,0.0176531001914503,-0.00571914395997535,0.848444615947047,-0.704764262296001,0.206597924684261,0.0865857149451346,NA,0.561694663080038,0.0357065571378357,0.115265248807788,0.27677162464287
"3",0.00952200287395358,0.062410907531233,1,0.969192574291537,0.228831662211932,-0.0311398485101262,-0.0140927288245654,0.0407446095336032,-0.0274013316274089,-0.0338448138632537,0.00904747157319056,-0.00488355222294875,-0.0358980359626652,0.038543770653626,0.0332462225861107,-0.0238329039112227,0.0166854442310624,-0.102550447446352,0.0202146426059521,-0.0474596252812665,0.0663718905163472,-0.0521452543305676,0.0190797229165339,0.0205276945571524,0.0121291434725283,0.00929098576281857,0.0135467017877979,-0.0456282739453918,-0.0375520685740365,0.037607446017829,0.0307969035909873,-0.0411187110936098,0.125602939877736,-0.0593583806843737,0.0582572711710271,0.0428601350300394,NA,0.0333722954093658,-0.048319185680268,0.0280103079435162,-0.178822486381682
"4",-0.0260087637408895,-0.0375538788415676,0.978828030358525,1,-0.183996899584781,0.0339570197400617,0.0219003335979241,-0.0395135805970062,0.0158787806929909,0.033525862168535,-0.00988890152457858,0.00906098488759184,0.0316874350558104,-0.0232174811545559,-0.0220018453039458,0.0389156872903432,-0.0120015085508262,0.100381089209484,-0.0159162647490243,0.0363826648664103,-0.0466350831797355,0.0627877317116481,-0.0112682030285733,-0.0309203105943151,-0.00530313916180277,0.00801002735649705,-0.0198830784038522,0.0517701698591288,0.0372372491268021,-0.0377849376558069,-0.0299210396322128,0.0237693944309907,-0.0612383930821446,0.00535425934494545,-0.0134316654285631,-0.0317705508803326,NA,0.00747077164512165,0.0423619186182284,-0.0116243027399919,0.178091759080197
"5",0.019460651812989,0.121790224677675,0.22611557295336,-0.188689132951503,1,0.0424721919308084,0.0200360346802541,0.00400343877466585,0.0428347085660769,0.0448312277236377,0.00492450120441197,0.0387363483679973,-0.00625861557569454,0.0226186824777094,-0.0177190047393277,0.0837958926897089,-0.00235985222550348,0.048759724865047,0.0280605251679585,0.00522182126596293,-0.0366234931362853,0.0502026322184487,0.000210252425285706,-0.0205817801354651,0.0165896916519478,0.0474398407118472,-0.0275614313017854,0.0403136986248023,-0.0105214376217862,-0.0119520283164062,0.00600720606100776,-0.00557305560046139,0.217469787550628,-0.15478936754149,0.0583645621102976,-0.0434120403096556,NA,0.106960948810658,-0.0678312828528323,0.0387937191596123,-0.0117255387359974
"6",-0.027159414855131,-0.119786680389058,0.0277826906927104,-0.029144944746941,0.00769504251710803,1,0.0407695837903213,-0.00531899290790437,0.0912435707858408,0.0631432173212534,0.0968676656295109,0.0567896242634953,0.0490490817228611,0.150747814586921,-0.0171220043330572,0.0566497430914506,-0.00780871725497998,0.0293022407034116,0.0304666254112723,0.00573158888773085,0.0506846379341668,0.0810263531877691,-0.0158162174850252,-0.0357000209009566,-0.00912518899373918,0.0752064215204169,-0.0337496824310201,0.00570263735597177,0.0111138343466122,-0.0186397155413859,0.0143041380874485,0.00153719873905722,0.259421660367847,-0.185831762870619,0.0834852195930351,0.00565929160277994,NA,0.110831240401557,0.0134832778002095,0.0671376895527566,0.0348022540343656
"7",-0.00426902620747788,0.120796697696187,0.026317005985648,-0.0202456586752857,0.00522633318578206,0.0471322129553683,1,0.0102121205235392,0.191444181486169,0.0811797522706896,-0.0173475314286908,0.232123009739962,0.0446497224644252,0.00229705935830552,0.0199701718852904,-0.00388579380981709,0.0551609044901301,-0.00875482060965642,-0.0241795558349936,-0.00102292194577018,0.00449650777171782,0.0226247118177226,-0.00740095002495738,-0.0273585040114094,-0.0095056188575069,0.00207758972546667,-0.0108767172513505,-0.00577429453617501,0.011169481686376,-0.0163241852774655,0.0389543337464779,0.0241305617091187,0.0930237963660917,-0.0617084511477143,0.0331762374140524,-0.0174866822278218,NA,0.054072683568136,-0.0132591135185359,0.00770647289490269,0.0108572093019833
"8",0.0191792700343253,0.17984950277971,0.049310392961352,-0.0422143767888671,0.0252114414831524,0.0245363814005251,0.028636694963479,1,0.0403680370261953,0.00695925847963671,0.034845636572026,0.228624914519006,0.0563676384903346,-0.0477043175068766,0.0121450249616005,0.094489158127587,0.0554321629931013,0.0793402164368198,0.0136495531014671,0.0563552514998568,-0.18958298579754,0.131435740681618,0.0556685713192964,-0.0160539534051084,-0.029064061764495,-0.039811659572649,0.0537802908875494,0.056081183439818,-0.0161622424454543,-0.0362104354198128,-0.00181766191418997,0.0353627553188482,0.048166713237039,-0.037787550814303,0.00520949690824713,0.00932597557740335,NA,0.0251353282792619,0.0410977571239122,-0.00827802192407502,-0.0318711325467883
"9",-0.0613660694694825,-0.0580874920499146,0.0447202619141416,-0.0616137445475936,-0.0138391539473229,0.080927520215475,0.189281847858842,-6.2395972276692e-06,1,0.102003650619707,0.0105451275424763,0.0994933925322374,0.143149209388614,0.0586768507617924,-0.0250061732369348,0.0657103600312846,-0.00248318685977295,0.0850848103895644,0.042332313144431,-0.00154840009938519,0.00768322695069481,0.0385268065484986,-0.0176975904431958,-0.0223304637103969,0.0290233134978061,0.0432571727022924,-0.0588919222234048,0.0471268941051866,0.012168449627512,-0.00571647652235792,-0.0330242058141294,-0.0185540852354754,0.22359175839366,-0.178245094928608,0.0863777598135617,0.0325795171562449,NA,0.0794151595247615,0.0207391001998396,0.0407104445152312,0.0382896035221932
"10",-0.0906407642298759,-0.216223373272928,0.0384810557456185,-0.0491127500729053,-0.0239204686123237,0.0436779052667225,0.0620727178846753,-0.0409972053325598,0.0910517792747005,1,0.0221764589985821,0.0396988716332694,0.187946058123273,0.060354610232228,-0.000159393305606965,0.0664420694515033,-0.0169804564495965,0.0243349778041957,0.0314636157457789,0.0486734971972945,0.0591511654041246,0.0554378302205656,0.0199872457311367,0.0304817707062412,-0.0397083480672058,0.0468669883091563,-0.00808068589007458,0.0222361476531572,0.0294393025311502,-0.0360278705192148,0.0612450608497489,-0.0353788289372275,0.297248814828692,-0.192304929128659,0.144206497924726,0.0687265463841897,NA,0.192303939145144,-0.0261928893203065,0.110851424477736,0.0240682344621264
