"","riagendr","ridageyr","ridreth1","ridreth3","ridexmon","bpq020","bpq030","bpd035","bpq040a","bpq050a","bpq080","bpq060","bpq070","bpq090d","alq101","alq110","alq120q","alq120u","alq130","alq141q","alq141u","alq151","alq160","inq020","inq012","inq030","inq060","inq080","inq090","inq132","inq140","inq150","wtdrd1","wtdr2d","dr1drstz","dr1exmer","drabf","drdint","dr1dbih","dr1day","dr1lang"
"alq141u",0.174987289630633,0.0108576559647254,0.0615338722220819,0.0711665306972473,-0.01125023387179,0.0795577235665521,0.015101171932946,-0.167535456390804,0.0556831887755216,0.065149166496717,-0.0752435835182309,-0.0485317049981443,0.0179599764452767,0.0202913896053882,0.201759574219792,-0.120821693764007,-0.0281266037391522,0.530338767952582,-0.0655457133855413,0.04939068448721,1,0.244089260849536,-0.103348943907466,-0.00383187657923009,-0.0221726292752225,0.001335630354681,0.070629600340862,0.00277706634094484,0.0303217742437907,0.0507906893051355,-0.111040767302394,0.0327272504616193,0.0138468948914344,0.0102866177375516,-0.0783145600611337,-0.0147117740170024,NA,-0.0056060535717217,0.0286905704549854,-0.00716771017665682,0.0581247906352978
"alq151",0.173753346076918,-0.0862160808857421,0.0256557976490067,0.0411266853334379,0.00921660126560011,0.0930970889278049,0.0121383404871834,0.0437758297689272,0.0359742733895415,0.0495605365974258,-0.00130117854608775,-0.0321789214672795,-0.00300121712860015,0.0481889709959362,0.129883362728684,-0.137734492251982,-0.00329824993189323,0.150959675352107,-0.0227292773994822,-0.0662695036638999,0.244089260849536,1,0.00399299067665551,-0.0538433399966054,-0.0247583617402981,0.0335277056989798,0.0172754728266971,0.00126519918184788,0.010369306269569,-0.00586234721132449,-0.0435014839829276,-5.20576644197255e-05,-0.0160255782716957,-0.0117960715511774,-0.0119054960975159,0.0403399216951389,NA,-0.0252776489820892,-0.00689877905046584,0.0191846695267138,0.0725023648132341
"alq160",-0.0362365979516386,0.02740774427343,0.0389530670104771,0.0377690613909192,0.0179260884828862,-0.0172225761651344,-0.0132292538089313,0.0795698999172316,-0.0170833117974913,0.00386769029774431,-0.00566529687217252,-0.0141520719542554,-0.0118597973640294,0.0303760395696993,-0.0251993700762766,-0.00298534171042452,0.0746826252349823,-0.0555918814363576,0.247660788501557,0.0412638797474558,-0.103348943907466,0.00399299067665551,1,0.0472071013774255,0.0388042709303868,0.00957150955438901,-0.0212659104652885,0.0435713597113648,-0.020456582753635,-0.00926259349356701,0.021585690014181,0.0560122852530013,-0.0426231614120726,-0.0372428439270353,0.114165271658138,-0.0211024474043271,NA,-0.0159111160166226,0.00312861693978749,0.00584625591453494,0.0886908515740754
"inq020",-0.0130340504414864,0.223175662357851,-0.0210362743729319,-0.0279455558199573,0.00444705101052651,-0.0866042380628401,-0.00760952427696557,0.0206064106465633,-0.0507609541822317,-0.0455134434555797,-0.0258503973202798,0.0208742378642567,-0.0129246598582093,-0.0866376642810845,0.0380822159007088,-0.00303403089073251,0.0117232613884904,0.0431380040746496,0.00650204364197697,0.0100924803224945,-0.00383187657923009,-0.0538433399966054,0.0472071013774255,1,0.3136026931156,0.203483241574525,0.11145092494242,0.0806776808688281,0.264403369698846,0.267564032623022,0.188905447326791,0.267637563803546,-0.0429836204374061,-0.0293339680125731,0.00256630359771093,-0.00673844911572623,NA,0.0140547804760672,0.00900458069213615,-0.0348748421551411,0.0216781187718979
"inq012",0.0242184697433223,0.018151801795368,0.00434638705884638,0.00667613890063708,0.0175481954083479,-0.0272997813740009,-0.0222467386179371,-0.00709858703444746,-0.0057236566821761,-0.0395858728040918,-0.0144534742480868,-0.0109291355201052,-0.0223978479544957,-0.0365675753495553,0.0484034548547345,0.041562887647175,0.00401381196696372,0.065541701711259,0.00839544669747887,0.0283329863025107,-0.0221726292752225,-0.0247583617402981,0.0388042709303868,0.3136026931156,1,0.304411032220301,0.27926242168012,0.235471900181522,0.23227819692004,0.268822375705172,0.267176274845188,0.33446747235635,-0.0733939855157411,-0.0664181926938677,0.0169745281568515,-0.00896417483914196,NA,-0.0187910201249522,-0.0088479765126461,0.0262216000956045,0.0456455947229457
"inq030",0.0047825016752691,-0.336569348931306,0.0183268258044017,0.0298552538842164,0.0227068874804016,0.160792218208198,0.00332335787554125,-0.0573231885180745,0.102126312553261,0.163587273356787,0.063088687739868,0.0732851230562194,0.0894403563615151,0.156611779816699,-0.00454340571745846,0.0231925123375749,-0.00372220122825566,-0.00678367588716454,-0.0143490442551338,0.0374317305039651,0.001335630354681,0.0335277056989798,0.00957150955438901,0.203483241574525,0.304411032220301,1,0.496365097358141,0.458600767279856,0.34513495666771,0.351148246586113,0.234044641722673,0.267633184417693,-0.0106078286756758,-0.00758166875263409,0.0427849171741513,-0.0148419221521927,NA,-0.0745558037054097,-0.0201785016295046,0.0837414929088704,0.0554146621275323
"inq060",0.0129444526528097,-0.0300372609751519,0.0175899804134508,0.0193098622007767,0.0259213806598804,0.0366120343558831,0.0191207758600608,0.0579994926449843,0.00742694258436339,0.0468095009575686,-0.00265190644981991,0.060124803776689,0.034473506696028,0.067339713803881,-0.00432737845310195,0.0236232974412578,0.00559440025899978,0.000509753519515338,0.00168212786449807,0.0233370026839396,0.070629600340862,0.0172754728266971,-0.0212659104652885,0.11145092494242,0.27926242168012,0.496365097358141,1,0.491653666100279,0.325791617951716,0.336606735061124,0.218749984353316,0.378955281280553,-0.0133501380186692,-0.0100743115154313,0.0165490169934921,-0.0243502244919602,NA,-0.020700524051667,-0.0227205536662593,0.0234311763313871,0.0148666943476598
"inq080",-0.00577898090007788,-0.190532037073894,-0.00729949620808806,0.00715304697457455,0.0172367481848055,0.0735787118842326,-0.0051202966351341,0.0303819568170639,0.0575941725858487,0.0842373107706986,0.0297264578780608,0.0284758643320407,0.0248125674721713,0.137206214016945,0.00496570291789238,0.00921653314129797,-0.0114537568966887,0.0108670776762176,9.67147673870749e-06,0.0187895367436173,0.00277706634094484,0.00126519918184788,0.0435713597113648,0.0806776808688281,0.235471900181522,0.458600767279856,0.491653666100279,1,0.293500210435141,0.346215307942678,0.3415846375693,0.375694791401317,-0.0277466176231133,-0.0283912326404886,0.01199016197568,-0.00680538631493087,NA,-0.0617243212815523,-0.0084125553425252,0.0465252089754377,0.0294368712901106
"inq090",0.00946777055024713,-0.0124446736989587,-0.00956329672633402,-0.00295218284101308,-0.00401971929327557,0.0257986902335585,0.0184341781143938,-0.0131132581446622,0.0153909837925254,0.0460828728788419,-0.0108616725132065,0.0238505637767501,0.00110850221036509,0.0189298964103508,0.0174022550761846,0.0132028125989835,-0.0213710526745357,-0.0111301407114159,-0.023335333022678,0.0107918997526096,0.0303217742437907,0.010369306269569,-0.020456582753635,0.264403369698846,0.23227819692004,0.34513495666771,0.325791617951716,0.293500210435141,1,0.343856499336876,0.254713181044242,0.31169618135094,0.0157191316517038,0.01388468962423,0.0141674089822133,-0.0023350961273941,NA,-0.0334722880743207,0.0231251869182958,0.00532131943604131,-0.015656666396253
"inq132",-0.00876732918414385,0.0461096762097783,0.0157867395873434,0.0105913869113679,0.030130123561999,0.0028225702741241,0.00157418559161826,-0.00797693309500658,0.00247237851675209,-0.0080271946655002,-0.00207454124804182,0.0174802242386504,-0.00711638912079741,0.0197730150703672,0.0224918035945415,0.0540530802375529,-0.0184308217657903,0.0247921356921844,-0.024683434299263,0.0291336227907453,0.0507906893051355,-0.00586234721132449,-0.00926259349356701,0.267564032623022,0.268822375705172,0.351148246586113,0.336606735061124,0.346215307942678,0.343856499336876,1,0.240798079388695,0.391253191002818,0.0120207852129767,0.00249870323626592,-0.0151295297237122,-0.0340986606683638,NA,-0.0158606274222079,-0.0048509414218866,-0.00568724847332315,-0.00018839425348319
"inq140",0.021075331542091,-0.059702135010239,-0.0446719820103596,-0.0378338849472626,-0.0150825924342861,0.0101176607656884,0.0318545243027437,0.03792434711025,-0.00563103248046412,0.0474455263049199,0.0342530319700903,0.0646630182355968,0.0493860756141354,0.0304152420981345,0.0523167255082966,0.0112625832359221,0.00235506072200689,0.0498654556687444,0.010187857933576,0.0273372339931987,-0.111040767302394,-0.0435014839829276,0.021585690014181,0.188905447326791,0.267176274845188,0.234044641722673,0.218749984353316,0.3415846375693,0.254713181044242,0.240798079388695,1,0.309567568992537,-0.121929887700298,-0.108150916655475,0.0342868445918536,0.0224989749405824,NA,-0.0754238140127158,-0.00589905371384719,0.0200305706816975,0.0785804757666404
"inq150",-0.0213110497721034,0.0876759557026016,-0.0315510695247968,-0.024946867723828,0.014387883836722,-0.00603132094451278,0.0307748429792018,0.0537131219504136,-0.0101211157867272,-0.0193280699094202,-0.0319482408573391,-0.00860122285325021,-0.0210255836544835,-0.0174407861853243,0.0563804609602189,0.00305482743770595,-0.00173261047929467,0.0236270522116196,-0.00393283885570532,0.0266071045153226,0.0327272504616193,-5.20576644197255e-05,0.0560122852530013,0.267637563803546,0.33446747235635,0.267633184417693,0.378955281280553,0.375694791401317,0.31169618135094,0.391253191002818,0.309567568992537,1,-0.018269163275441,-0.0365815597631941,0.0327352215105154,-0.00378387354243556,NA,-0.0375752414589676,-0.0142149851918329,0.0228831870283312,0.0795193954242433
"wtdrd1",-0.00237767669309329,-0.0306770181397938,0.00850479452793715,-0.0238856987405703,0.0845488926083874,0.0626689791728577,0.0192639447299923,-0.0130047414972434,0.00265111386667849,0.0720402425160965,-0.0168823555548064,-0.00745003021301645,-0.0150842122547649,0.00744988636785417,-0.12311242304096,-0.0386989849445401,-0.00930769878440043,-0.140148689034023,-0.0127580405139714,-0.00960526731840088,0.0138468948914344,-0.0160255782716957,-0.0426231614120726,-0.0429836204374061,-0.0733939855157411,-0.0106078286756758,-0.0133501380186692,-0.0277466176231133,0.0157191316517038,0.0120207852129767,-0.121929887700298,-0.018269163275441,1,0.823520424073834,-0.232774118923788,-0.0100413587115966,NA,0.0801076097838067,-0.014612042849446,-0.194510942558097,-0.181877074967859
"wtdr2d",-0.00721357183745595,-0.0261496014488356,0.00963740383797109,-0.0158026412913764,0.0741016777342012,0.0461446029348444,0.0439669953471313,-0.00764269849030504,0.0166407342154206,0.0921963484221567,-0.01161221893314,-0.00996735255448002,-0.0144437932193435,0.0128218841333604,-0.100243906580777,0.00928349848522409,-0.000230604134714802,-0.117126336896416,-0.0117448573276441,-0.0164595198245834,0.0102866177375516,-0.0117960715511774,-0.0372428439270353,-0.0293339680125731,-0.0664181926938677,-0.00758166875263409,-0.0100743115154313,-0.0283912326404886,0.01388468962423,0.00249870323626592,-0.108150916655475,-0.0365815597631941,0.823520424073834,1,-0.172891111337412,0.000151276216000175,NA,0.31247571576822,-0.020719750086635,-0.152207080146719,-0.169759857763407
"dr1drstz",0.0180912470561406,-0.0362517221937686,0.0775825130554545,0.0917114103415238,-0.00844466311487732,0.0281481274773819,0.00493465206452226,0.00532826410797921,0.0308922109669953,0.0436231984317206,0.0285617120911427,-0.017219745882467,0.0243605750888633,0.0354255975728548,0.0229861033627617,0.0406794189654482,0.0118262808975214,-0.0163450685994393,-0.000430291606676606,0.0617244303334227,-0.0783145600611337,-0.0119054960975159,0.114165271658138,0.00256630359771093,0.0169745281568515,0.0427849171741513,0.0165490169934921,0.01199016197568,0.0141674089822133,-0.0151295297237122,0.0342868445918536,0.0327352215105154,-0.232774118923788,-0.172891111337412,1,-0.058294460381175,NA,-0.187769894309919,0.074055263186238,-0.00287867758767821,0.271209235269138
"dr1exmer",0.00694893105849612,-0.000359293787647058,0.00327375579560592,-0.00153340834974487,-0.0551585614689373,-0.0158741246707802,-0.0328893526507065,-0.00734383221408564,-0.00141766463207099,0.0330760529336189,-0.0189982429983002,-0.0535840741085339,0.0320823020772923,-0.00428105356059301,-0.0275210284716482,-0.0276363234038674,0.0092288636190379,-0.0264241566422931,0.00190833847534062,-0.0494896424447062,-0.0147117740170024,0.0403399216951389,-0.0211024474043271,-0.00673844911572623,-0.00896417483914196,-0.0148419221521927,-0.0243502244919602,-0.00680538631493087,-0.0023350961273941,-0.0340986606683638,0.0224989749405824,-0.00378387354243556,-0.0100413587115966,0.000151276216000175,-0.058294460381175,1,NA,0.0289425340616759,-0.0120180510775048,0.0111057889660834,-0.0203924562087314
